2021-04-06 21:34:32.537292;8.8.4.4;UP
2021-04-06 21:34:32.540287;8.8.8.8;UP
2021-04-06 21:34:48.192044;192.168.1.4;DOWN
2021-04-06 21:34:48.192044;192.168.1.2;DOWN
2021-04-06 21:34:48.193039;192.168.1.3;DOWN
2021-04-06 21:34:48.196041;192.168.1.1;DOWN
2021-04-06 21:35:01.377743;8.8.4.4;UP
2021-04-06 21:35:01.379749;8.8.8.8;UP
2021-04-06 21:35:17.175521;192.168.1.1;DOWN
2021-04-06 21:35:17.175521;192.168.1.3;DOWN
2021-04-06 21:35:17.175521;192.168.1.2;DOWN
2021-04-06 21:35:17.194383;192.168.1.4;DOWN
2021-04-06 21:35:30.366869;8.8.8.8;UP
2021-04-06 21:35:30.376870;8.8.4.4;UP
2021-04-06 21:35:46.188232;192.168.1.1;DOWN
2021-04-06 21:35:46.188232;192.168.1.2;DOWN
2021-04-06 21:35:46.190232;192.168.1.4;DOWN
2021-04-06 21:35:46.192232;192.168.1.3;DOWN
2021-04-06 21:35:59.401408;8.8.4.4;UP
2021-04-06 21:35:59.403409;8.8.8.8;UP
2021-04-06 21:36:15.187275;192.168.1.4;DOWN
2021-04-06 21:36:15.187275;192.168.1.3;DOWN
2021-04-06 21:36:15.187275;192.168.1.2;DOWN
2021-04-06 21:36:15.187275;192.168.1.1;DOWN
2021-04-06 21:36:28.373344;8.8.8.8;UP
2021-04-06 21:36:28.376338;8.8.4.4;UP
2021-04-06 21:36:44.180108;192.168.1.1;DOWN
2021-04-06 21:36:44.180108;192.168.1.3;DOWN
2021-04-06 21:36:44.180108;192.168.1.4;DOWN
2021-04-06 21:36:44.196945;192.168.1.2;DOWN
2021-04-06 21:36:57.357614;8.8.4.4;UP
2021-04-06 21:36:57.358638;8.8.8.8;UP
2021-04-06 21:37:13.181393;192.168.1.1;DOWN
2021-04-06 21:37:13.181393;192.168.1.4;DOWN
2021-04-06 21:37:13.191641;192.168.1.3;DOWN
2021-04-06 21:37:13.194638;192.168.1.2;DOWN
2021-04-06 21:37:26.368932;8.8.8.8;UP
2021-04-06 21:37:26.369928;8.8.4.4;UP
2021-04-06 21:37:42.192859;192.168.1.1;DOWN
2021-04-06 21:37:42.192859;192.168.1.2;DOWN
2021-04-06 21:37:42.192859;192.168.1.3;DOWN
2021-04-06 21:37:42.192859;192.168.1.4;DOWN
2021-04-06 21:37:55.376358;8.8.4.4;UP
2021-04-06 21:37:55.376358;8.8.8.8;UP
2021-04-06 21:38:11.171893;192.168.1.2;DOWN
2021-04-06 21:38:11.171893;192.168.1.4;DOWN
2021-04-06 21:38:11.171893;192.168.1.1;DOWN
2021-04-06 21:38:11.171893;192.168.1.3;DOWN
2021-04-06 21:38:24.362842;8.8.4.4;UP
2021-04-06 21:38:24.378057;8.8.8.8;UP
2021-04-06 21:38:40.176489;192.168.1.4;DOWN
2021-04-06 21:38:40.176489;192.168.1.2;DOWN
2021-04-06 21:38:40.176489;192.168.1.1;DOWN
2021-04-06 21:38:40.192310;192.168.1.3;DOWN
2021-04-06 21:38:53.368166;8.8.8.8;UP
2021-04-06 21:38:53.383437;8.8.4.4;UP
2021-04-06 21:39:09.180628;192.168.1.2;DOWN
2021-04-06 21:39:09.182628;192.168.1.1;DOWN
2021-04-06 21:39:09.183627;192.168.1.4;DOWN
2021-04-06 21:39:09.187625;192.168.1.3;DOWN
2021-04-06 21:46:26.127635;192.168.1.3;DOWN
2021-04-06 21:46:26.128099;192.168.1.2;DOWN
2021-04-06 21:46:26.128456;8.8.8.8;DOWN
2021-04-06 21:46:26.129651;8.8.4.4;DOWN
2021-04-06 21:46:26.129985;192.168.1.1;DOWN
2021-04-06 21:46:26.130221;192.168.1.4;DOWN
